id,lat_lng,latlng,geocode_data,city,country
7120,"{u'lat': 42.733883, u'lng': 25.48583}","42.733883,25.48583",,,
7121,"{u'lat': 32.7515791, u'lng': -96.6295999}","32.7515791,-96.6295999",,,
7122,"{u'lat': 26.6800228, u'lng': -80.054378}","26.6800228,-80.054378",,,
7123,"{u'lat': 30.267153, u'lng': -97.7430608}","30.267153,-97.7430608",,,
7124,"{u'lat': 34.1517492, u'lng': -118.5214282}","34.1517492,-118.5214282",,,
7125,"{u'lat': 47.712481, u'lng': -122.158285}","47.712481,-122.158285",,,
7126,"{u'lat': 38.9071923, u'lng': -77.0368707}","38.9071923,-77.0368707",,,
7127,"{u'lat': 35.2270869, u'lng': -80.8431267}","35.2270869,-80.8431267",,,
7128,"{u'lat': 38.9086635, u'lng': -77.0433177}","38.9086635,-77.0433177",,,
7129,"{u'lat': 39.2387164, u'lng': -77.27942879999999}","39.2387164,-77.2794288",,,
7130,"{u'lat': 39.5349112, u'lng': -119.7526886}","39.5349112,-119.7526886",,,
7131,"{u'lat': 26.2159066, u'lng': -98.32529319999999}","26.2159066,-98.3252932",,,
7132,"{u'lat': 42.3473129, u'lng': -71.0782651}","42.3473129,-71.0782651",,,
7133,"{u'lat': 32.8328112, u'lng': -117.2712717}","32.8328112,-117.2712717",,,
7134,"{u'lat': 33.6845673, u'lng': -117.8265049}","33.6845673,-117.8265049",,,
7135,"{u'lat': 34.0522342, u'lng': -118.2436849}","34.0522342,-118.2436849",,,
7136,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7137,"{u'lat': 40.6578242, u'lng': -84.9519115}","40.6578242,-84.9519115",,,
7138,"{u'lat': 33.482444, u'lng': -112.077613}","33.482444,-112.077613",,,
7139,"{u'lat': 25.354826, u'lng': 51.183884}","25.354826,51.183884",,,
7140,"{u'lat': 42.3329495, u'lng': -83.0423977}","42.3329495,-83.0423977",,,
7141,"{u'lat': 33.482444, u'lng': -112.077613}","33.482444,-112.077613",,,
7142,"{u'lat': 32.7515791, u'lng': -96.6295999}","32.7515791,-96.6295999",,,
7143,"{u'lat': 33.665242, u'lng': -117.7490656}","33.665242,-117.7490656",,,
7144,"{u'lat': 41.7791355, u'lng': -72.69889719999999}","41.7791355,-72.6988972",,,
7145,"{u'lat': 32.2048735, u'lng': -95.8555207}","32.2048735,-95.8555207",,,
7146,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7147,"{u'lat': 32.8140177, u'lng': -96.9488945}","32.8140177,-96.9488945",,,
7148,"{u'lat': 23.885942, u'lng': 45.079162}","23.885942,45.079162",,,
7149,"{u'lat': 29.4241219, u'lng': -98.49362819999999}","29.4241219,-98.4936282",,,
7150,"{u'lat': 33.8752935, u'lng': -117.5664384}","33.8752935,-117.5664384",,,
7151,"{u'lat': 42.9665601, u'lng': -85.6707046}","42.9665601,-85.6707046",,,
7152,"{u'lat': 34.0522342, u'lng': -118.2436849}","34.0522342,-118.2436849",,,
7153,"{u'lat': 37.3382082, u'lng': -121.8863286}","37.3382082,-121.8863286",,,
7154,"{u'lat': 43.0915432, u'lng': -76.1713537}","43.0915432,-76.1713537",,,
7155,"{u'lat': 39.7240493, u'lng': -105.0017028}","39.7240493,-105.0017028",,,
7156,"{u'lat': 30.442344, u'lng': -97.769885}","30.442344,-97.769885",,,
7157,"{u'lat': 34.0838307, u'lng': -84.2946273}","34.0838307,-84.2946273",,,
7158,"{u'lat': 42.3222599, u'lng': -83.17631449999999}","42.3222599,-83.1763145",,,
7159,"{u'lat': 42.2775281, u'lng': -71.3468091}","42.2775281,-71.3468091",,,
7160,"{u'lat': 32.7515791, u'lng': -96.6295999}","32.7515791,-96.6295999",,,
7161,"{u'lat': 42.3473129, u'lng': -71.0782651}","42.3473129,-71.0782651",,,
7162,"{u'lat': 42.2775281, u'lng': -71.3468091}","42.2775281,-71.3468091",,,
7163,"{u'lat': 42.6875323, u'lng': -83.2341028}","42.6875323,-83.2341028",,,
7164,"{u'lat': 38.0320483, u'lng': -84.4330214}","38.0320483,-84.4330214",,,
7165,"{u'lat': 29.7715052, u'lng': -95.2979348}","29.7715052,-95.2979348",,,
7166,"{u'lat': 44.948999, u'lng': -93.0914962}","44.948999,-93.0914962",,,
7167,"{u'lat': 32.2217429, u'lng': -110.926479}","32.2217429,-110.926479",,,
7168,"{u'lat': 32.7515791, u'lng': -96.6295999}","32.7515791,-96.6295999",,,
7169,"{u'lat': 42.3329495, u'lng': -83.0423977}","42.3329495,-83.0423977",,,
7170,"{u'lat': 44.948999, u'lng': -93.0914962}","44.948999,-93.0914962",,,
7171,"{u'lat': 30.442344, u'lng': -97.769885}","30.442344,-97.769885",,,
7172,"{u'lat': 13.0826802, u'lng': 80.2707184}","13.0826802,80.2707184",,,
7173,"{u'lat': 35.8991678, u'lng': -78.86364019999999}","35.8991678,-78.8636402",,,
7174,"{u'lat': 40.5070087, u'lng': -111.4133234}","40.5070087,-111.4133234",,,
7175,"{u'lat': 44.948999, u'lng': -93.0914962}","44.948999,-93.0914962",,,
7176,"{u'lat': 28.6691565, u'lng': 77.45375779999999}","28.6691565,77.4537578",,,
7177,"{u'lat': 30.375321, u'lng': 69.34511599999999}","30.375321,69.345116",,,
7178,"{u'lat': 41.8177639, u'lng': -87.726916}","41.8177639,-87.726916",,,
7179,"{u'lat': 38.5126456, u'lng': -90.4429881}","38.5126456,-90.4429881",,,
7180,"{u'lat': 53.1423672, u'lng': -7.692053599999999}","53.1423672,-7.6920536",,,
7181,"{u'lat': 27.950575, u'lng': -82.4571776}","27.950575,-82.4571776",,,
7182,"{u'lat': 47.712481, u'lng': -122.158285}","47.712481,-122.158285",,,
7183,"{u'lat': 18.4444137, u'lng': -66.07238889999999}","18.4444137,-66.0723889",,,
7184,"{u'lat': 28.5999998, u'lng': -81.33923519999999}","28.5999998,-81.3392352",,,
7185,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7186,"{u'lat': 29.7604267, u'lng': -95.3698028}","29.7604267,-95.3698028",,,
7187,"{u'lat': 37.2705081, u'lng': -79.95657039999999}","37.2705081,-79.9565704",,,
7188,"{u'lat': 32.7515791, u'lng': -96.6295999}","32.7515791,-96.6295999",,,
7189,"{u'lat': 29.7604267, u'lng': -95.3698028}","29.7604267,-95.3698028",,,
7190,"{u'lat': 30.592849, u'lng': 114.305539}","30.592849,114.305539",,,
7191,"{u'lat': 42.63960549999999, u'lng': -71.383617}","42.6396055,-71.383617",,,
7192,"{u'lat': 39.9491834, u'lng': -75.1647772}","39.9491834,-75.1647772",,,
7193,"{u'lat': -31.9505269, u'lng': 115.8604572}","-31.9505269,115.8604572",,,
7194,{},,,,
7195,"{u'lat': 35.8991678, u'lng': -78.86364019999999}","35.8991678,-78.8636402",,,
7196,"{u'lat': 32.7515791, u'lng': -96.6295999}","32.7515791,-96.6295999",,,
7197,"{u'lat': 43.7291825, u'lng': -79.4030832}","43.7291825,-79.4030832",,,
7198,"{u'lat': -37.8136276, u'lng': 144.9630576}","-37.8136276,144.9630576",,,
7199,"{u'lat': 43.76575, u'lng': 11.2547}","43.76575,11.2547",,,
7200,"{u'lat': 44.977753, u'lng': -93.2650108}","44.977753,-93.2650108",,,
7201,"{u'lat': 51.881893, u'lng': 4.454885}","51.881893,4.454885",,,
7202,"{u'lat': 52.48624299999999, u'lng': -1.890401}","52.486243,-1.890401",,,
7203,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7204,"{u'lat': 43.7291825, u'lng': -79.4030832}","43.7291825,-79.4030832",,,
7205,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7206,"{u'lat': 45.5167896, u'lng': -122.6415296}","45.5167896,-122.6415296",,,
7207,"{u'lat': 51.753241, u'lng': -0.448632}","51.753241,-0.448632",,,
7208,"{u'lat': 29.74129, u'lng': -95.440033}","29.74129,-95.440033",,,
7209,"{u'lat': 30.442344, u'lng': -97.769885}","30.442344,-97.769885",,,
7210,"{u'lat': 40.7127753, u'lng': -74.0059728}","40.7127753,-74.0059728",,,
7211,"{u'lat': 33.4941704, u'lng': -111.9260519}","33.4941704,-111.9260519",,,
7212,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7213,"{u'lat': -1.831239, u'lng': -78.18340599999999}","-1.831239,-78.183406",,,
7214,"{u'lat': 39.7240493, u'lng': -105.0017028}","39.7240493,-105.0017028",,,
7215,"{u'lat': 36.7212737, u'lng': -4.4213988}","36.7212737,-4.4213988",,,
7216,"{u'lat': 52.419278, u'lng': 13.285561}","52.419278,13.285561",,,
7217,"{u'lat': -23.6509279, u'lng': -70.39750219999999}","-23.6509279,-70.3975022",,,
7218,"{u'lat': -1.831239, u'lng': -78.18340599999999}","-1.831239,-78.183406",,,
7219,"{u'lat': -32.522779, u'lng': -55.765835}","-32.522779,-55.765835",,,
7220,"{u'lat': 34.0838307, u'lng': -84.2946273}","34.0838307,-84.2946273",,,
7221,"{u'lat': 38.7223263, u'lng': -9.1392714}","38.7223263,-9.1392714",,,
7222,"{u'lat': 40.4167754, u'lng': -3.7037902}","40.4167754,-3.7037902",,,
7223,"{u'lat': 44.948999, u'lng': -93.0914962}","44.948999,-93.0914962",,,
7224,"{u'lat': -9.189967, u'lng': -75.015152}","-9.189967,-75.015152",,,
7225,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7226,"{u'lat': 41.6488226, u'lng': -0.8890853}","41.6488226,-0.8890853",,,
7227,"{u'lat': 26.0989338, u'lng': -80.1343585}","26.0989338,-80.1343585",,,
7228,"{u'lat': 45.4040488, u'lng': 9.2623832}","45.4040488,9.2623832",,,
7229,"{u'lat': 29.8276318, u'lng': -94.82004239999999}","29.8276318,-94.8200424",,,
7230,"{u'lat': 10.4898518, u'lng': -66.8644345}","10.4898518,-66.8644345",,,
7231,"{u'lat': 9.748916999999999, u'lng': -83.753428}","9.748917,-83.753428",,,
7232,"{u'lat': 4.570868, u'lng': -74.297333}","4.570868,-74.297333",,,
7233,"{u'lat': 19.2553281, u'lng': -99.1303962}","19.2553281,-99.1303962",,,
7234,"{u'lat': -9.189967, u'lng': -75.015152}","-9.189967,-75.015152",,,
7235,"{u'lat': 39.7240493, u'lng': -105.0017028}","39.7240493,-105.0017028",,,
7236,"{u'lat': 52.4986049, u'lng': 13.3917987}","52.4986049,13.3917987",,,
7237,"{u'lat': 37.3890924, u'lng': -5.9844589}","37.3890924,-5.9844589",,,
7238,"{u'lat': 29.9499081, u'lng': -90.0755212}","29.9499081,-90.0755212",,,
7239,"{u'lat': 4.570868, u'lng': -74.297333}","4.570868,-74.297333",,,
7240,"{u'lat': 19.4486488, u'lng': -99.24230000000001}","19.4486488,-99.2423",,,
7241,"{u'lat': 9.748916999999999, u'lng': -83.753428}","9.748917,-83.753428",,,
7242,"{u'lat': 42.08407649999999, u'lng': -72.5446608}","42.0840765,-72.5446608",,,
7243,"{u'lat': 39.7240493, u'lng': -105.0017028}","39.7240493,-105.0017028",,,
7244,"{u'lat': 37.09024, u'lng': -95.712891}","37.09024,-95.712891",,,
7245,"{u'lat': 25.7616798, u'lng': -80.1917902}","25.7616798,-80.1917902",,,
7246,"{u'lat': -12.0754713, u'lng': -76.9959872}","-12.0754713,-76.9959872",,,
7247,"{u'lat': 26.0989338, u'lng': -80.1343585}","26.0989338,-80.1343585",,,
7248,"{u'lat': -9.189967, u'lng': -75.015152}","-9.189967,-75.015152",,,
7249,"{u'lat': 19.2464696, u'lng': -99.1013498}","19.2464696,-99.1013498",,,
7250,"{u'lat': 9.748916999999999, u'lng': -83.753428}","9.748917,-83.753428",,,
7251,"{u'lat': 41.49932, u'lng': -81.6943605}","41.49932,-81.6943605",,,
7252,"{u'lat': 39.9491834, u'lng': -75.1647772}","39.9491834,-75.1647772",,,
7253,"{u'lat': 40.4167754, u'lng': -3.7037902}","40.4167754,-3.7037902",,,
7254,"{u'lat': -18.5872582, u'lng': -46.5146749}","-18.5872582,-46.5146749",,,
7255,"{u'lat': 40.4167754, u'lng': -3.7037902}","40.4167754,-3.7037902",,,
7256,"{u'lat': -6.980709000000001, u'lng': -78.80567409999999}","-6.980709,-78.8056741",,,
7257,"{u'lat': -9.189967, u'lng': -75.015152}","-9.189967,-75.015152",,,
7258,"{u'lat': 4.570868, u'lng': -74.297333}","4.570868,-74.297333",,,
7259,"{u'lat': 9.748916999999999, u'lng': -83.753428}","9.748917,-83.753428",,,
7260,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7261,"{u'lat': 40.2695538, u'lng': -74.5232089}","40.2695538,-74.5232089",,,
7262,"{u'lat': 40.4362685, u'lng': -79.8704994}","40.4362685,-79.8704994",,,
7263,"{u'lat': 47.6101497, u'lng': -122.2015159}","47.6101497,-122.2015159",,,
7264,"{u'lat': 51.5073509, u'lng': -0.1277583}","51.5073509,-0.1277583",,,
7265,"{u'lat': 30.4382559, u'lng': -84.28073289999999}","30.4382559,-84.2807329",,,
7266,"{u'lat': 42.3600825, u'lng': -71.0588801}","42.3600825,-71.0588801",,,
7267,"{u'lat': 42.3473129, u'lng': -71.0782651}","42.3473129,-71.0782651",,,
7268,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7269,"{u'lat': 42.09868669999999, u'lng': -75.91797380000001}","42.0986867,-75.9179738",,,
7270,"{u'lat': 51.881893, u'lng': 4.454885}","51.881893,4.454885",,,
7271,"{u'lat': 23.12911, u'lng': 113.264385}","23.12911,113.264385",,,
7272,"{u'lat': 50.19402580000001, u'lng': 14.1043657}","50.1940258,14.1043657",,,
7273,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7274,"{u'lat': 42.1900249, u'lng': -87.9084039}","42.1900249,-87.9084039",,,
7275,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7276,"{u'lat': 35.6369894, u'lng': -106.0210933}","35.6369894,-106.0210933",,,
7277,"{u'lat': 32.7766642, u'lng': -96.79698789999999}","32.7766642,-96.7969879",,,
7278,"{u'lat': 47.712481, u'lng': -122.158285}","47.712481,-122.158285",,,
7279,"{u'lat': 33.4255104, u'lng': -111.9400054}","33.4255104,-111.9400054",,,
7280,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7281,"{u'lat': 37.3382082, u'lng': -121.8863286}","37.3382082,-121.8863286",,,
7282,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7283,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7284,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7285,"{u'lat': 34.0522342, u'lng': -118.2436849}","34.0522342,-118.2436849",,,
7286,"{u'lat': 30.442344, u'lng': -97.769885}","30.442344,-97.769885",,,
7287,"{u'lat': -37.8136276, u'lng': 144.9630576}","-37.8136276,144.9630576",,,
7288,"{u'lat': 37.36883, u'lng': -122.0363496}","37.36883,-122.0363496",,,
7289,"{u'lat': 37.09024, u'lng': -95.712891}","37.09024,-95.712891",,,
7290,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7291,"{u'lat': 40.72815749999999, u'lng': -74.0776417}","40.7281575,-74.0776417",,,
7292,"{u'lat': 37.3382082, u'lng': -121.8863286}","37.3382082,-121.8863286",,,
7293,"{u'lat': 31.046051, u'lng': 34.851612}","31.046051,34.851612",,,
7294,"{u'lat': 40.7127753, u'lng': -74.0059728}","40.7127753,-74.0059728",,,
7295,"{u'lat': 45.7781844, u'lng': 25.22258}","45.7781844,25.22258",,,
7296,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7297,"{u'lat': 49.899654, u'lng': 20.4481946}","49.899654,20.4481946",,,
7298,"{u'lat': 40.7127753, u'lng': -74.0059728}","40.7127753,-74.0059728",,,
7299,"{u'lat': 47.6062095, u'lng': -122.3320708}","47.6062095,-122.3320708",,,
7300,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7301,"{u'lat': 40.069099, u'lng': 45.038189}","40.069099,45.038189",,,
7302,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7303,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7304,"{u'lat': 37.3382082, u'lng': -121.8863286}","37.3382082,-121.8863286",,,
7305,"{u'lat': 53.709807, u'lng': 27.953389}","53.709807,27.953389",,,
7306,"{u'lat': 41.0025975, u'lng': -74.0404175}","41.0025975,-74.0404175",,,
7307,"{u'lat': 31.0237921, u'lng': -87.4938708}","31.0237921,-87.4938708",,,
7308,"{u'lat': 47.8209301, u'lng': -122.3151314}","47.8209301,-122.3151314",,,
7309,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7310,"{u'lat': 33.3061605, u'lng': -111.8412502}","33.3061605,-111.8412502",,,
7311,"{u'lat': 41.8177639, u'lng': -87.726916}","41.8177639,-87.726916",,,
7312,"{u'lat': 42.3473129, u'lng': -71.0782651}","42.3473129,-71.0782651",,,
7313,"{u'lat': 51.919438, u'lng': 19.145136}","51.919438,19.145136",,,
7314,"{u'lat': 14.496086, u'lng': -60.97631499999999}","14.496086,-60.976315",,,
7315,"{u'lat': 33.8365932, u'lng': -117.9143012}","33.8365932,-117.9143012",,,
7316,"{u'lat': 27.773288, u'lng': -82.634306}","27.773288,-82.634306",,,
7317,"{u'lat': 42.3473129, u'lng': -71.0782651}","42.3473129,-71.0782651",,,
7318,"{u'lat': 39.9491834, u'lng': -75.1647772}","39.9491834,-75.1647772",,,
7319,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7320,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7321,"{u'lat': 32.8514845, u'lng': -116.9385756}","32.8514845,-116.9385756",,,
7322,"{u'lat': 44.79694019999999, u'lng': -68.7739838}","44.7969402,-68.7739838",,,
7323,"{u'lat': 40.72815749999999, u'lng': -74.0776417}","40.7281575,-74.0776417",,,
7324,"{u'lat': 42.2625932, u'lng': -71.8022934}","42.2625932,-71.8022934",,,
7325,"{u'lat': 39.9525839, u'lng': -75.1652215}","39.9525839,-75.1652215",,,
7326,"{u'lat': 52.3507849, u'lng': 5.2647016}","52.3507849,5.2647016",,,
7327,"{u'lat': 41.608635, u'lng': 21.745275}","41.608635,21.745275",,,
7328,"{u'lat': 38.9086635, u'lng': -77.0433177}","38.9086635,-77.0433177",,,
7329,"{u'lat': 33.4941704, u'lng': -111.9260519}","33.4941704,-111.9260519",,,
7330,"{u'lat': 51.1078852, u'lng': 17.0385376}","51.1078852,17.0385376",,,
7331,"{u'lat': 32.7515791, u'lng': -96.6295999}","32.7515791,-96.6295999",,,
7332,"{u'lat': 51.09608160000001, u'lng': 3.7282173}","51.0960816,3.7282173",,,
7333,"{u'lat': 42.3473129, u'lng': -71.0782651}","42.3473129,-71.0782651",,,
7334,"{u'lat': 34.0838307, u'lng': -84.2946273}","34.0838307,-84.2946273",,,
7335,"{u'lat': 38.9086635, u'lng': -77.0433177}","38.9086635,-77.0433177",,,
7336,"{u'lat': 33.665242, u'lng': -117.7490656}","33.665242,-117.7490656",,,
7337,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7338,"{u'lat': 44.3378203, u'lng': -72.7562636}","44.3378203,-72.7562636",,,
7339,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7340,"{u'lat': 34.0522342, u'lng': -118.2436849}","34.0522342,-118.2436849",,,
7341,"{u'lat': 45.5167896, u'lng': -122.6415296}","45.5167896,-122.6415296",,,
7342,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7343,"{u'lat': 51.454513, u'lng': -2.58791}","51.454513,-2.58791",,,
7344,{},,,,
7345,"{u'lat': 47.6062095, u'lng': -122.3320708}","47.6062095,-122.3320708",,,
7346,"{u'lat': 30.6175619, u'lng': -96.3079044}","30.6175619,-96.3079044",,,
7347,"{u'lat': 43.6679683, u'lng': 10.6133212}","43.6679683,10.6133212",,,
7348,"{u'lat': 42.88644679999999, u'lng': -78.8783689}","42.8864468,-78.8783689",,,
7349,"{u'lat': 34.0522342, u'lng': -118.2436849}","34.0522342,-118.2436849",,,
7350,"{u'lat': 34.0522342, u'lng': -118.2436849}","34.0522342,-118.2436849",,,
7351,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7352,"{u'lat': 52.806693, u'lng': -2.12066}","52.806693,-2.12066",,,
7353,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7354,"{u'lat': 42.2808256, u'lng': -83.7430378}","42.2808256,-83.7430378",,,
7355,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7356,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7357,"{u'lat': 53.709807, u'lng': 27.953389}","53.709807,27.953389",,,
7358,"{u'lat': 44.977753, u'lng': -93.2650108}","44.977753,-93.2650108",,,
7359,"{u'lat': 47.712481, u'lng': -122.158285}","47.712481,-122.158285",,,
7360,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7361,"{u'lat': 38.84622359999999, u'lng': -77.30637329999999}","38.8462236,-77.3063733",,,
7362,"{u'lat': 36.8529263, u'lng': -75.97798499999999}","36.8529263,-75.977985",,,
7363,"{u'lat': 41.8177639, u'lng': -87.726916}","41.8177639,-87.726916",,,
7364,"{u'lat': 40.4290543, u'lng': -3.7021816}","40.4290543,-3.7021816",,,
7365,{},,,,
7366,"{u'lat': 50.06465009999999, u'lng': 19.9449799}","50.0646501,19.9449799",,,
7367,"{u'lat': 29.74129, u'lng': -95.440033}","29.74129,-95.440033",,,
7368,{},,,,
7369,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7370,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7371,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7372,"{u'lat': 47.6062095, u'lng': -122.3320708}","47.6062095,-122.3320708",,,
7373,"{u'lat': 32.715738, u'lng': -117.1610838}","32.715738,-117.1610838",,,
7374,"{u'lat': 37.3382082, u'lng': -121.8863286}","37.3382082,-121.8863286",,,
7375,"{u'lat': 41.3850639, u'lng': 2.1734035}","41.3850639,2.1734035",,,
7376,"{u'lat': 28.5383355, u'lng': -81.3792365}","28.5383355,-81.3792365",,,
7377,{},,,,
7378,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7379,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7380,"{u'lat': 37.3229978, u'lng': -122.0321823}","37.3229978,-122.0321823",,,
7381,"{u'lat': 33.6845673, u'lng': -117.8265049}","33.6845673,-117.8265049",,,
7382,"{u'lat': 40.7245157, u'lng': -73.9978552}","40.7245157,-73.9978552",,,
7383,"{u'lat': 33.482444, u'lng': -112.077613}","33.482444,-112.077613",,,
7384,"{u'lat': 34.1494848, u'lng': -118.5506158}","34.1494848,-118.5506158",,,
7385,"{u'lat': 32.8514845, u'lng': -116.9385756}","32.8514845,-116.9385756",,,
7386,"{u'lat': 42.3473129, u'lng': -71.0782651}","42.3473129,-71.0782651",,,
7387,"{u'lat': 42.3329495, u'lng': -83.0423977}","42.3329495,-83.0423977",,,
7388,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7389,"{u'lat': 37.3382082, u'lng': -121.8863286}","37.3382082,-121.8863286",,,
7390,"{u'lat': 36.060949, u'lng': -95.7974526}","36.060949,-95.7974526",,,
7391,"{u'lat': 55.604981, u'lng': 13.003822}","55.604981,13.003822",,,
7392,"{u'lat': 61.44967399999999, u'lng': 23.857598}","61.449674,23.857598",,,
7393,"{u'lat': 47.6062095, u'lng': -122.3320708}","47.6062095,-122.3320708",,,
7394,"{u'lat': 42.88644679999999, u'lng': -78.8783689}","42.8864468,-78.8783689",,,
7395,"{u'lat': 34.0522342, u'lng': -118.2436849}","34.0522342,-118.2436849",,,
7396,"{u'lat': 33.665242, u'lng': -117.7490656}","33.665242,-117.7490656",,,
7397,{},,,,
7398,"{u'lat': 55.340396, u'lng': 38.2917651}","55.340396,38.2917651",,,
7399,"{u'lat': 38.4087993, u'lng': -121.3716178}","38.4087993,-121.3716178",,,
7400,"{u'lat': 30.274084, u'lng': 120.15507}","30.274084,120.15507",,,
7401,"{u'lat': 48.82567179999999, u'lng': -122.21599}","48.8256718,-122.21599",,,
7402,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7403,"{u'lat': 41.8781136, u'lng': -87.6297982}","41.8781136,-87.6297982",,,
7404,"{u'lat': 37.7749295, u'lng': -122.4194155}","37.7749295,-122.4194155",,,
7405,"{u'lat': 47.6062095, u'lng': -122.3320708}","47.6062095,-122.3320708",,,
7406,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7407,"{u'lat': 42.3329495, u'lng': -83.0423977}","42.3329495,-83.0423977",,,
7408,"{u'lat': 47.712481, u'lng': -122.158285}","47.712481,-122.158285",,,
7409,"{u'lat': 34.6068859, u'lng': -97.899202}","34.6068859,-97.899202",,,
7410,"{u'lat': 38.9784453, u'lng': -76.4921829}","38.9784453,-76.4921829",,,
7411,"{u'lat': 37.7249296, u'lng': -122.1560768}","37.7249296,-122.1560768",,,
7412,"{u'lat': 48.379433, u'lng': 31.1655799}","48.379433,31.1655799",,,
7413,"{u'lat': 40.7551232, u'lng': -73.9813453}","40.7551232,-73.9813453",,,
7414,"{u'lat': 51.5073509, u'lng': -0.1277583}","51.5073509,-0.1277583",,,
7415,"{u'lat': 35.9361699, u'lng': -83.7513287}","35.9361699,-83.7513287",,,
7416,"{u'lat': 47.712481, u'lng': -122.158285}","47.712481,-122.158285",,,
7417,"{u'lat': 41.8177639, u'lng': -87.726916}","41.8177639,-87.726916",,,
7418,"{u'lat': 39.7240493, u'lng': -105.0017028}","39.7240493,-105.0017028",,,
7419,"{u'lat': 28.5494447, u'lng': -81.77285429999999}","28.5494447,-81.7728543",,,
7420,"{u'lat': 50.862059, u'lng': -0.150062}","50.862059,-0.150062",,,
7421,"{u'lat': 27.773288, u'lng': -82.634306}","27.773288,-82.634306",,,
7422,"{u'lat': 29.7604267, u'lng': -95.3698028}","29.7604267,-95.3698028",,,
7423,"{u'lat': 23.022505, u'lng': 72.5713621}","23.022505,72.5713621",,,
7424,"{u'lat': 32.8514845, u'lng': -116.9385756}","32.8514845,-116.9385756",,,
7425,"{u'lat': 50.719164, u'lng': -1.880769}","50.719164,-1.880769",,,
7426,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7427,"{u'lat': 40.5753817, u'lng': -74.3223703}","40.5753817,-74.3223703",,,
7428,"{u'lat': 41.8177639, u'lng': -87.726916}","41.8177639,-87.726916",,,
7429,"{u'lat': 38.64126359999999, u'lng': -90.2613413}","38.6412636,-90.2613413",,,
7430,"{u'lat': 40.7127753, u'lng': -74.0059728}","40.7127753,-74.0059728",,,
7431,"{u'lat': 41.608635, u'lng': 21.745275}","41.608635,21.745275",,,
7432,"{u'lat': 37.8271784, u'lng': -122.2913078}","37.8271784,-122.2913078",,,
7433,"{u'lat': 28.7186211, u'lng': 77.0685134}","28.7186211,77.0685134",,,
